Method_Name,Method_Type
entirelyLiterals,others
handleAllZeros,others
convert,others
set,accessor
matchSingleStatementBlock,others
catchVariableIsUsed,assertion
rethrowFix,others
deleteFix,others
getMessageOrFormat,accessor
findEnclosingMethod,others
isExpectedExceptionTest,assertion
getThrows,accessor
member,others
isCheckedExceptionType,assertion
inInstanceMethodOfSubjectImplementation,others
makeCheckDescription,builder
tryFindFactory,others
clazz,others
method,others
findThatCallAndMakeCheckDescription,builder
returns,others
findPathToEnclosing,others
findThatCall,others
foos,others
string,others
otherFoo,others
assert_,assertion
isIdentifierWithName,assertion
evaluateCallers,others
unmodifiableList,assertion
removeAll,others
indexTypeByName,others
referencesIdentifierWithName,others
hasIdentifier,others
changedPairs,others
originalCost,others
toCommentText,others
getNumericValue,accessor
digit,others
methodCanBeOverridden,others
treesToScanForCheckedExceptions,others
getThrownExceptions,accessor
deleteEntireThrowsClause,others
fixJavadoc,others
fieldInitializers,others
getExceptionName,accessor
visitThrows,assertion
getCount,accessor
shouldCheckReturnValue,others
enclosingPackage,others
checkEnclosingClasses,others
checkPackage,others
test2,others
callRunnable,others
callSupplier,others
mustCheck,others
increment,others
lb1,others
match,others
getChildNodes,accessor
emptyIterator,others
singletonIterator,others
fromOptional,others
identity,others
asIterable,others
next,others
interrupted,others
presentInstances,others
alwaysTrue,others
forMap,others
getNestingKind,accessor
getExtendsClause,accessor
referencesOuter,others
outerMethod,others
outerInterMethod,others
getPackageName,accessor
getNameWithoutExtension,accessor
getFileName,accessor
classify,others
fixExceptions,others
fixThrows,others
unhandled,others
getTypeAlternatives,accessor
sort,others
hasProvidesAnnotation,others
nullWriter,others
transformer,others
getEnum,accessor
firstNonNullMatchResult,others
compatibilityOfTypes,others
sourceType,others
isCompatible,assertion
addSuppressWarnings,others
containsAll,others
retainAll,others
removeFirstOccurrence,others
removeLastOccurrence,others
containsValue,others
search,others
isAtLeast11,assertion
anyMethod,others
isDescendantOfAny,assertion
matchesType,others
shortName,others
report,others
defaultChecks,others
emptyList,assertion
forResources,others
clearDiagnostics,others
beforeCommentsBuilder,builder
afterCommentsBuilder,builder
addComment,others
findCommentsForArguments,others
computeEndPosition,others
noComments,others
closed,others
getLineMap,accessor
advance,others
atStartOfLine,others
wasPreviousLineEmpty,others
getPos,accessor
getEndPos,accessor
intersects,others
isCommentOnPreviousLine,assertion
isPreviousArgumentOnPreviousLine,assertion
addCommentToPreviousArgument,others
addCommentToCurrentArgument,others
addAllCommentsToCurrentArgument,others
hasMoreArguments,others
getNextNodeOrParent,accessor
after,others
addAllComment,others
newArrayList,assertion
getImplementsClause,accessor
matchAnySuperType,others
isEnum,assertion
visitParent,assertion
binaryTree,others
propertyA,others
propertyB,others
start,others
getConstantValue,accessor
forInt,others
visitLiteral,assertion
matchBinaryTree,others
floatValue,others
charValue,others
byteValue,others
describeWithMessage,others
isInner,assertion
valueArgumentFromCompatibleWithAnnotation,others
isNullOrEmpty,assertion
