Method_Name,Method_Type
copyStringToBuffer,others
getShort,accessor
getDouble,accessor
deactivate,others
requery,others
registerContentObserver,assertion
unregisterContentObserver,assertion
registerDataSetObserver,accessor
unregisterDataSetObserver,accessor
setNotificationUri,accessor
setNotificationUris,accessor
getNotificationUri,accessor
getNotificationUris,accessor
getWantsAllOnMoveCalls,accessor
setExtras,accessor
respond,others
compileStatement,others
doBinds,others
bindNull,others
bindLong,others
bindDouble,others
bindString,others
bindBlob,others
executeSqliteStatementWithRefCount,others
saveBinds,others
createByteArray,builder
readInt,others
readLong,others
values,others
writeInt,others
dataPosition,others
writeByteArray,others
writeLong,others
ordinal,others
setDataPosition,accessor
checkArgument,others
hasSupportedLayoutManager,others
hasPendingAdapterUpdates,others
findChildViewUnder,others
getX,accessor
getY,accessor
getItemDetails,accessor
inDragRegion,others
addOnScrollListener,assertion
onScrolled,others
setProvisionalSelection,accessor
checkStarted,others
isActive,assertion
hideBand,others
stopCapturing,others
reset,accessor
isPrimaryMouseButtonPressed,assertion
isActionMove,assertion
canInitiate,others
isActionUp,assertion
shouldStart,others
startBandSelect,others
shouldStop,others
endBandSelect,others
checkState,others
getOrigin,accessor
resizeSelection,others
resizeBand,others
scroll,others
isCtrlKeyPressed,assertion
clearSelection,others
createGridModel,builder
addOnSelectionChangedListener,assertion
clearFocus,others
startCapturing,others
v,others
showBand,others
getPositionNearestOrigin,accessor
getKey,accessor
anchorRange,others
mergeProvisionalSelection,assertion
getBooleanSystemProperty,accessor
getByte,accessor
recentChars,others
encodedSize,others
encode,others
first,others
base64decode,others
setMargin,accessor
isAttachedToWindow,assertion
setMargins,accessor
unmodifiableList,assertion
lookupBimi,others
getParentDomain,accessor
getKeyValues,accessor
setInstanceFollowRedirects,accessor
renderSvg,others
getSerialNumber,accessor
getIssuerDN,accessor
getSubjectDN,accessor
getNotBefore,accessor
getNotAfter,accessor
getExtendedKeyUsage,accessor
getDnsNames,accessor
getExtensionValue,accessor
parseExtensionValue,others
getObjectAt,accessor
getTagNo,accessor
getObject,accessor
getAssets,accessor
aliases,others
getCertificate,accessor
setCertificate,accessor
addCertStore,others
setRevocationEnabled,accessor
setDate,accessor
validate,others
getCertPath,accessor
lookup,others
getNumber,accessor
skipSpaces,others
readByte,others
readString,others
regionMatches,others
readNumber,others
skip,others
readByteArray,others
toByteArrayInputStream,others
println,others
peekByte,others
isNextNonSpace,assertion
parseParameters,others
parseBodyExtension,others
readStringList,assertion
readAtomString,others
isDigit,assertion
combineSegments,others
matchPart,others
getApplicationContext,accessor
queue_load,others
gc,others
onLoading,others
load_server,others
load_device,others
onException,others
onLoaded,others
toLongArray,others
fromLongArray,others
getFullText,accessor
getUIDNotSticky,accessor
getMessageCount,accessor
getMessages,accessor
doCommand,others
hasCapability,others
writeAtom,others
command,others
isOK,assertion
keyEquals,others
copyOfRange,others
fill,others
fetch,others
getUID,accessor
isRecoverable,assertion
synchronizeMessage,others
getTerms,accessor
generateSequence,others
normalize,others
construct,others
getConstructor,accessor
optBoolean,others
logNull,others
toIso8601,assertion
toStream,others
logClientInitWarning,others
getClient,accessor
onThreadViolation,others
onVmViolation,others
getLeadingMargin,accessor
getBulletRadius,accessor
getStyle,accessor
getLineForOffset,accessor
drawRect,others
drawCircle,others
arraycopy,others
getBuf,accessor
javaCharset,accessor
getDefaultJavaCharset,accessor
getBounds,accessor
getLanguage,accessor
loadLibrary,others
newDecoder,others
wrap,others
jni_detect_charset,accessor
getCtx,accessor
getNotifier,accessor
leaveAutoBreadcrumb,others
flushAsync,others
getConfig,accessor
getLogger,accessor
warnIfNotAppContext,others
getClientObservable,accessor
getCallbackState,accessor
getBreadcrumbState,accessor
getContextState,accessor
getMetadataState,accessor
resolveDependencies,others
getLaunchCrashTracker,accessor
getSessionTracker,accessor
getDeviceId,accessor
getAppDataCollector,accessor
getDeviceDataCollector,accessor
getUserStore,accessor
getUser,accessor
getSharedPrefMigrator,accessor
registerLifecycleCallbacks,assertion
getEventStore,accessor
getEnabledErrorTypes,accessor
install,others
getLastRunInfoStore,accessor
getLastRunInfo,accessor
loadPlugins,others
flushOnLaunch,others
registerComponentCallbacks,assertion
registerListenersInBackground,assertion
emptyMap,others
shouldDiscardBreadcrumb,assertion
leaveBreadcrumb,others
submitTask,others
registerForNetworkChanges,assertion
register,assertion
persist,assertion
setClient,accessor
