Method_Name,Method_Type
getKeys,accessor
getAllPartitions,accessor
getTableMetadata,accessor
assertPrimitiveField,assertion
toSchemaTablePrefix,builder
assertTableStatsComputed,assertion
getTableStatistics,accessor
isUnknown,assertion
getSplitCount,accessor
doInsertIntoNewPartition,others
getAllSplits,accessor
doInsert,others
getPartition,accessor
hasMessageMatching,others
assertThat,assertion
indexColumns,others
assertTableIsBucketed,assertion
floatToRawIntBits,others
doTestBucketedTableEvolutionWithDifferentReadCount,others
createEmptyTable,builder
insertData,others
alterBucketProperty,others
getSchemaTableName,accessor
getTablePath,accessor
getPartitionColumns,accessor
getDataColumns,accessor
getTableParameters,accessor
getDomainPredicate,accessor
getRemainingPredicate,accessor
getPredicateColumns,accessor
getPartitionColumnPredicate,accessor
getTableBucketCount,accessor
getBucketFilter,accessor
toTableHandle,builder
materializeSourceDataStream,others
parseInt,others
doTestBucketedTableEvolution,others
assertBucketTableEvolutionResult,assertion
getLayout,accessor
bucketColumnHandle,others
compute,others
parseLong,others
onlyElement,others
getPartitionKeys,accessor
assertPageSourceType,assertion
assertValueTypes,assertion
getCompletedBytes,accessor
isAll,assertion
getTableLayouts,accessor
assertGetRecords,accessor
assertGetRecordsOptional,accessor
checkSupportedStorageFormat,accessor
assertEmptyFile,assertion
filterNonHiddenColumnHandles,others
listDirectory,assertion
getFileSystem,accessor
createNewFile,builder
createDummyTable,builder
renameTable,others
doCreateTable,builder
createTableProperties,builder
beginCreateTable,builder
getStagingPathRoot,accessor
getLocationHandle,accessor
listAllDataFiles,assertion
getLocationService,accessor
forNewTable,accessor
getTargetPath,accessor
createSimpleTable,builder
suffix,others
setTableType,accessor
setTableName,accessor
setSerdeParameters,accessor
setLocation,accessor
fromHiveStorageFormat,accessor
doTestBucketSortedTables,others
sha256,others
nextLong,others
getTempFilePathRoot,accessor
isGreaterThan,assertion
filteredOn,others
getMaxOpenSortFiles,accessor
doesNotContain,others
finishCreateTable,builder
hasSize,others
getNextPage,accessor
assertGreaterThanOrEqual,assertion
assertLessThanOrEqual,assertion
isEqualTo,assertion
doInsertIntoExistingPartition,assertion
doInsertIntoExistingPartitionEmptyStatistics,assertion
doInsertUnsupportedWriteType,others
doTestMetadataDelete,others
verifyViewCreation,others
dropView,others
getPartitioningHandleForExchange,accessor
createTemporaryTable,builder
testCreateBucketedTemporaryTable,builder
testCreateTemporaryTable,builder
getWritePath,accessor
isPartitionKey,assertion
isInstanceOf,assertion
