Method_Name,Method_Type
reverse,others
newFixedThreadPool,others
arrayType,others
mapType,others
rowType,others
newArrayList,assertion
getFields,accessor
toRowType,others
succinctDataSize,others
asList,assertion
getExpressionOptimizer,accessor
toRowExpression,others
singleValue,others
notNull,others
onlyNull,others
getDomainTranslator,accessor
withColumnDomains,others
expression,others
createVarcharType,builder
createCharType,builder
createZeroStatistics,builder
getBasicStatistics,accessor
createBooleanColumnStatistics,builder
createIntegerColumnStatistics,builder
createDoubleColumnStatistics,builder
createStringColumnStatistics,builder
createBinaryColumnStatistics,builder
createDateColumnStatistics,builder
createDecimalColumnStatistics,builder
getColumnStatistics,accessor
daemonThreadsNamed,others
all,others
fromFixedValues,others
ofRanges,others
equal,others
forTimeZone,others
getTimeZone,accessor
getHiveClientConfig,accessor
getCacheConfig,accessor
getMetastoreClientConfig,accessor
setTimeZone,accessor
setMetastoreSocksProxy,accessor
fromString,others
setup,accessor
setupHive,accessor
listeningDecorator,assertion
directExecutor,others
getMaxOutstandingSplitsSize,accessor
getMinPartitionBatchSize,accessor
getMaxPartitionBatchSize,accessor
getMaxInitialSplits,accessor
getSplitLoaderConcurrency,accessor
getDefaultHiveFileWriterFactories,accessor
getDefaultOrcFileWriterFactory,accessor
getDefaultHiveRecordCursorProvider,accessor
getDefaultHiveBatchPageSourceFactories,accessor
getDefaultHiveSelectivePageSourceFactories,accessor
setMaxOpenSortFiles,accessor
setCacheQuotaScope,accessor
newSession,others
getSource,accessor
getIdentity,accessor
getLocale,accessor
getTraceToken,accessor
getClientInfo,accessor
getStartTime,accessor
getSessionFunctions,accessor
cast,others
getMetastore,accessor
commit,others
rollback,others
newTransaction,others
listSchemaNames,assertion
listTables,assertion
listTableColumns,assertion
listViews,assertion
getViews,accessor
assertExpectedTableLayout,assertion
getTableLayout,accessor
alwaysTrue,others
temporaryTable,others
doTestMismatchSchemaTable,assertion
dropTable,others
getSchemaName,accessor
doCreateEmptyTable,builder
beginInsert,others
createPageSink,builder
getTransactionHandle,accessor
appendPage,others
toPage,others
finish,assertion
finishInsert,assertion
isHidden,assertion
readTable,others
getMetastoreHeaders,accessor
testingPrincipalPrivilege,others
toHiveType,others
pushdownFilter,others
extractUnique,others
assertExpectedTableLayoutHandle,assertion
getPredicate,accessor
getDiscretePredicates,accessor
getColumns,accessor
getPredicates,accessor
getStreamPartitioningColumns,accessor
getLocalProperties,accessor
assertInstanceOf,assertion
assertExpectedPartitions,assertion
getPartitions,accessor
getPartitionId,accessor
getKeys,accessor
getAllPartitions,accessor
getTableMetadata,accessor
assertPrimitiveField,assertion
toSchemaTablePrefix,others
assertTableStatsComputed,assertion
getTableStatistics,accessor
forEach,others
getNullsFraction,accessor
getDistinctValuesCount,accessor
getDataSize,accessor
getSplits,accessor
getSplitCount,accessor
doInsertIntoNewPartition,others
getAllSplits,accessor
getEncryptionInformation,accessor
doInsert,others
getPartition,accessor
assertThat,assertion
indexColumns,others
assertTableIsBucketed,assertion
floatToRawIntBits,others
doTestBucketedTableEvolutionWithDifferentReadCount,others
createEmptyTable,builder
insertData,others
alterBucketProperty,others
getBucketHandle,accessor
getSchemaTableName,accessor
getTablePath,accessor
getPartitionColumns,accessor
getDataColumns,accessor
getTableParameters,accessor
getDomainPredicate,accessor
getRemainingPredicate,accessor
getPredicateColumns,accessor
getPartitionColumnPredicate,accessor
getTableBucketCount,accessor
getBucketFilter,accessor
toTableHandle,others
createPageSource,builder
getLayout,accessor
materializeSourceDataStream,others
parseInt,others
doTestBucketedTableEvolution,others
assertBucketTableEvolutionResult,assertion
isPushdownFilterEnabled,assertion
getTableLayouts,accessor
bucketColumnHandle,others
compute,others
